pickup_borough,pickup_zone_name,route_borough,route_zone_name,no_trips
Brooklyn,Crown Heights North,Brooklyn-Manhattan,Crown Heights North-Financial District South,33
Brooklyn,Crown Heights North,Brooklyn-Manhattan,Crown Heights North-East Harlem North,27
Brooklyn,Crown Heights North,Brooklyn-Manhattan,Crown Heights North-Marble Hill,3
Brooklyn,Crown Heights North,Brooklyn-Bronx,Crown Heights North-Van Cortlandt Village,1
Brooklyn,Crown Heights North,Brooklyn-Bronx,Crown Heights North-Williamsbridge/Olinville,1
Brooklyn,Crown Heights North,Brooklyn-Manhattan,Crown Heights North-Yorkville West,38
Brooklyn,Crown Heights North,Brooklyn-Queens,Crown Heights North-Oakland Gardens,1
Brooklyn,Crown Heights North,Brooklyn-Brooklyn,Crown Heights North-Prospect Park,113
Brooklyn,Crown Heights North,Brooklyn-Manhattan,Crown Heights North-Garment District,35
Brooklyn,Crown Heights North,Brooklyn-Queens,Crown Heights North-LaGuardia Airport,172
Brooklyn,Crown Heights North,Brooklyn-Brooklyn,Crown Heights North-Cobble Hill,66
Brooklyn,Crown Heights North,Brooklyn-Queens,Crown Heights North-Rockaway Park,2
Brooklyn,Crown Heights North,Brooklyn-Queens,Crown Heights North-Astoria,78
Brooklyn,Crown Heights North,Brooklyn-Manhattan,Crown Heights North-Central Harlem North,39
Brooklyn,Crown Heights North,Brooklyn-Queens,Crown Heights North-Bellerose,1
Brooklyn,Crown Heights North,Brooklyn-Brooklyn,Crown Heights North-Bensonhurst West,14
Brooklyn,Crown Heights North,Brooklyn-Manhattan,Crown Heights North-Bloomingdale,4
Brooklyn,Crown Heights North,Brooklyn-Manhattan,Crown Heights North-Greenwich Village North,127
Brooklyn,Crown Heights North,Brooklyn-Manhattan,Crown Heights North-Lower East Side,206
Brooklyn,Crown Heights North,Brooklyn-Manhattan,Crown Heights North-Midtown North,24
Brooklyn,Crown Heights North,Brooklyn-Queens,Crown Heights North-South Jamaica,5
Brooklyn,Crown Heights North,Brooklyn-Brooklyn,Crown Heights North-Flatbush/Ditmas Park,603
Brooklyn,Crown Heights North,Brooklyn-Brooklyn,Crown Heights North-Manhattan Beach,6
Brooklyn,Crown Heights North,Brooklyn-Staten Island,Crown Heights North-Stapleton,2
Brooklyn,Crown Heights North,Brooklyn-Manhattan,Crown Heights North-Manhattanville,9
Brooklyn,Crown Heights North,Brooklyn-Bronx,Crown Heights North-East Tremont,2
Brooklyn,Crown Heights North,Brooklyn-Brooklyn,Crown Heights North-Sheepshead Bay,42
Brooklyn,Crown Heights North,Brooklyn-Brooklyn,Crown Heights North-East Williamsburg,349
Brooklyn,Crown Heights North,Brooklyn-Manhattan,Crown Heights North-Central Park,13
Brooklyn,Crown Heights North,Brooklyn-Bronx,Crown Heights North-Spuyten Duyvil/Kingsbridge,1
Brooklyn,Crown Heights North,Brooklyn-Manhattan,Crown Heights North-Gramercy,72
Brooklyn,Crown Heights North,Brooklyn-Brooklyn,Crown Heights North-Sunset Park West,182
Brooklyn,Crown Heights North,Brooklyn-Bronx,Crown Heights North-Mott Haven/Port Morris,7
Brooklyn,Crown Heights North,Brooklyn-Queens,Crown Heights North-Old Astoria,14
Brooklyn,Crown Heights North,Brooklyn-Brooklyn,Crown Heights North-East Flatbush/Farragut,312
Brooklyn,Crown Heights North,Brooklyn-Brooklyn,Crown Heights North-Windsor Terrace,106
Brooklyn,Crown Heights North,Brooklyn-Manhattan,Crown Heights North-Times Sq/Theatre District,54
Brooklyn,Crown Heights North,Brooklyn-Bronx,Crown Heights North-University Heights/Morris Heights,2
Brooklyn,Crown Heights North,Brooklyn-Queens,Crown Heights North-Howard Beach,17
Brooklyn,Crown Heights North,Brooklyn-Brooklyn,Crown Heights North-South Williamsburg,84
Brooklyn,Crown Heights North,Brooklyn-Queens,Crown Heights North-Jackson Heights,21
Brooklyn,Crown Heights North,Brooklyn-Bronx,Crown Heights North-West Farms/Bronx River,1
Brooklyn,Crown Heights North,Brooklyn-Brooklyn,Crown Heights North-Bushwick North,358
Brooklyn,Crown Heights North,Brooklyn-Queens,Crown Heights North-South Ozone Park,34
Brooklyn,Crown Heights North,Brooklyn-Brooklyn,Crown Heights North-Bedford,1736
Brooklyn,Crown Heights North,Brooklyn-Queens,Crown Heights North-Maspeth,7
Brooklyn,Crown Heights North,Brooklyn-Queens,Crown Heights North-Elmhurst/Maspeth,12
Brooklyn,Crown Heights North,Brooklyn-Queens,Crown Heights North-JFK Airport,354
Brooklyn,Crown Heights North,Brooklyn-Queens,Crown Heights North-Flushing Meadows-Corona Park,2
Brooklyn,Crown Heights North,Brooklyn-Brooklyn,Crown Heights North-Gravesend,10
Brooklyn,Crown Heights North,Brooklyn-Queens,Crown Heights North-Bay Terrace/Fort Totten,2
Brooklyn,Crown Heights North,Brooklyn-Queens,Crown Heights North-Far Rockaway,6
Brooklyn,Crown Heights North,Brooklyn-Brooklyn,Crown Heights North-Bushwick South,631
Brooklyn,Crown Heights North,Brooklyn-Brooklyn,Crown Heights North-Downtown Brooklyn/MetroTech,188
Brooklyn,Crown Heights North,Brooklyn-Staten Island,Crown Heights North-Heartland Village/Todt Hill,1
Brooklyn,Crown Heights North,Brooklyn-Manhattan,Crown Heights North-Financial District North,63
Brooklyn,Crown Heights North,Brooklyn-Manhattan,Crown Heights North-Midtown East,48
Brooklyn,Crown Heights North,Brooklyn-Brooklyn,Crown Heights North-Fort Greene,730
Brooklyn,Crown Heights North,Brooklyn-Brooklyn,Crown Heights North-Erasmus,275
Brooklyn,Crown Heights North,Brooklyn-Manhattan,Crown Heights North-Sutton Place/Turtle Bay North,35
Brooklyn,Crown Heights North,Brooklyn-Queens,Crown Heights North-Glendale,8
Brooklyn,Crown Heights North,Brooklyn-Queens,Crown Heights North-Baisley Park,14
Brooklyn,Crown Heights North,Brooklyn-Brooklyn,Crown Heights North-Boerum Hill,432
Brooklyn,Crown Heights North,Brooklyn-Brooklyn,Crown Heights North-Starrett City,36
Brooklyn,Crown Heights North,Brooklyn-Staten Island,Crown Heights North-Mariners Harbor,1
Brooklyn,Crown Heights North,Brooklyn-Queens,Crown Heights North-Whitestone,1
Brooklyn,Crown Heights North,Brooklyn-Brooklyn,Crown Heights North-East Flatbush/Remsen Village,363
Brooklyn,Crown Heights North,Brooklyn-Brooklyn,Crown Heights North-Stuyvesant Heights,1351
Brooklyn,Crown Heights North,Brooklyn-Manhattan,Crown Heights North-Battery Park City,35
Brooklyn,Crown Heights North,Brooklyn-Manhattan,Crown Heights North-Midtown South,49
Brooklyn,Crown Heights North,Brooklyn-Brooklyn,Crown Heights North-Crown Heights North,4882
Brooklyn,Crown Heights North,Brooklyn-Queens,Crown Heights North-Cambria Heights,7
Brooklyn,Crown Heights North,Brooklyn-Brooklyn,Crown Heights North-Bensonhurst East,8
Brooklyn,Crown Heights North,Brooklyn-Manhattan,Crown Heights North-Penn Station/Madison Sq West,74
Brooklyn,Crown Heights North,Brooklyn-Queens,Crown Heights North-Richmond Hill,15
Brooklyn,Crown Heights North,Brooklyn-Queens,Crown Heights North-Hillcrest/Pomonok,7
Brooklyn,Crown Heights North,Brooklyn-Manhattan,Crown Heights North-Seaport,35
Brooklyn,Crown Heights North,Brooklyn-Brooklyn,Crown Heights North-Cypress Hills,87
Brooklyn,Crown Heights North,Brooklyn-Brooklyn,Crown Heights North-Brooklyn Heights,228
Brooklyn,Crown Heights North,Brooklyn-Bronx,Crown Heights North-Claremont/Bathgate,1
Brooklyn,Crown Heights North,Brooklyn-Queens,Crown Heights North-Woodside,13
Brooklyn,Crown Heights North,Brooklyn-Queens,Crown Heights North-Steinway,43
Brooklyn,Crown Heights North,Brooklyn-Manhattan,Crown Heights North-Upper East Side North,17
Brooklyn,Crown Heights North,Brooklyn-Bronx,Crown Heights North-Soundview/Bruckner,1
Brooklyn,Crown Heights North,Brooklyn-Brooklyn,Crown Heights North-Ocean Parkway South,7
Brooklyn,Crown Heights North,Brooklyn-Manhattan,Crown Heights North-West Village,84
Brooklyn,Crown Heights North,Brooklyn-Queens,Crown Heights North-Saint Albans,16
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Glendale,1
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Briarwood/Jamaica Hills,4
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Cypress Hills,11
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Williamsburg (South Side),56
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Borough Park,7
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Ozone Park,1
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Flatlands,48
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Sunset Park West,20
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Gramercy,9
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Hudson Sq,5
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Bensonhurst West,2
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Washington Heights North,2
Brooklyn,Crown Heights South,Brooklyn-Bronx,Crown Heights South-Soundview/Castle Hill,1
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Old Astoria,1
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Steinway,2
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Midtown North,3
Brooklyn,Crown Heights South,Brooklyn-Bronx,Crown Heights South-West Concourse,2
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Brownsville,97
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Cobble Hill,14
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-SoHo,3
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Clinton West,6
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Two Bridges/Seward Park,13
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Chinatown,6
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Greenwich Village North,9
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Lenox Hill East,2
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-UN/Turtle Bay South,15
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Howard Beach,1
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Central Park,2
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Auburndale,1
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Boerum Hill,53
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-College Point,1
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Midwood,24
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Washington Heights South,2
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Bay Ridge,17
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-East Harlem South,3
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Upper East Side North,5
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Forest Park/Highland Park,1
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Red Hook,15
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Downtown Brooklyn/MetroTech,32
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Upper West Side South,5
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-East Harlem North,3
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Manhattanville,1
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Greenpoint,32
Brooklyn,Crown Heights South,Brooklyn-Bronx,Crown Heights South-East Tremont,1
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-South Williamsburg,12
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Brooklyn Heights,31
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Union Sq,14
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-South Jamaica,1
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Bensonhurst East,4
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Central Harlem,3
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Columbia Street,6
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Alphabet City,5
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Clinton East,9
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Midtown South,3
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-JFK Airport,69
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-East Chelsea,9
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Bushwick North,38
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Central Harlem North,1
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Marine Park/Floyd Bennett Field,1
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Prospect-Lefferts Gardens,416
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Financial District South,5
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Lower East Side,23
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Stuyvesant Heights,150
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Hollis,2
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Brooklyn Navy Yard,7
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Saint Albans,1
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Hamilton Heights,3
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Upper East Side South,3
Brooklyn,Crown Heights South,Brooklyn-Bronx,Crown Heights South-East Concourse/Concourse Village,1
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Bedford,210
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Starrett City,6
Brooklyn,Crown Heights South,Brooklyn-EWR,Crown Heights South-Newark Airport,2
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Hammels/Arverne,1
Brooklyn,Crown Heights South,Brooklyn-Bronx,Crown Heights South-Bronx Park,1
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Garment District,9
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Flatiron,4
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Jackson Heights,3
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Manhattan Valley,1
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Gravesend,3
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Ridgewood,13
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Meatpacking/West Village West,3
Brooklyn,Crown Heights South,Brooklyn-Bronx,Crown Heights South-Mount Hope,1
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-East Village,34
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-TriBeCa/Civic Center,19
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Bushwick South,67
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Midtown Center,6
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Times Sq/Theatre District,5
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Springfield Gardens South,4
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Homecrest,5
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Fort Greene,92
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Bellerose,1
Brooklyn,Crown Heights South,Brooklyn-Staten Island,Crown Heights South-South Beach/Dongan Hills,1
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Corona,2
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Saint Michaels Cemetery/Woodside,1
Brooklyn,Crown Heights South,Brooklyn-Bronx,Crown Heights South-Claremont/Bathgate,1
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Maspeth,2
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Erasmus,154
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-DUMBO/Vinegar Hill,11
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Elmhurst,3
Brooklyn,Crown Heights South,Brooklyn-Bronx,Crown Heights South-Pelham Parkway,1
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-World Trade Center,4
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Long Island City/Queens Plaza,1
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Oakland Gardens,1
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-West Village,7
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Elmhurst/Maspeth,1
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Greenwich Village South,6
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Brighton Beach,5
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Windsor Terrace,31
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Kips Bay,9
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Bloomingdale,1
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Rego Park,1
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Marine Park/Mill Basin,11
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Yorkville East,4
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Lincoln Square East,4
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Williamsburg (North Side),56
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-East Flatbush/Remsen Village,96
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Morningside Heights,1
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Queens Village,3
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Flatbush/Ditmas Park,197
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Ocean Parkway South,2
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Inwood Hill Park,1
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Astoria,8
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Sutton Place/Turtle Bay North,2
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-West Chelsea/Hudson Yards,5
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Woodhaven,4
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-East New York/Pennsylvania Avenue,23
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Kensington,13
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Rockaway Park,1
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Green-Wood Cemetery,1
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Yorkville West,4
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Bay Terrace/Fort Totten,1
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Carroll Gardens,12
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-East Williamsburg,44
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Gowanus,29
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Prospect Park,30
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Sheepshead Bay,7
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Long Island City/Hunters Point,9
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Sunnyside,9
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Richmond Hill,5
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-East Flatbush/Farragut,120
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Financial District North,5
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-East New York,88
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Manhattan Beach,1
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Forest Hills,3
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Midtown East,13
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Murray Hill,6
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Woodside,2
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Clinton Hill,150
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Madison,13
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Ocean Hill,70
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-LaGuardia Airport,23
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Little Italy/NoLiTa,18
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Stuy Town/Peter Cooper Village,1
Brooklyn,Crown Heights South,Brooklyn-Staten Island,Crown Heights South-West Brighton,1
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Seaport,3
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Jamaica,4
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Coney Island,5
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Dyker Heights,2
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Lenox Hill West,5
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Baisley Park,5
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Park Slope,185
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Penn Station/Madison Sq West,16
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Upper West Side North,4
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Crown Heights South,368
Brooklyn,Crown Heights South,Brooklyn-Bronx,Crown Heights South-Belmont,1
Brooklyn,Crown Heights South,Brooklyn-Bronx,Crown Heights South-Eastchester,1
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Queensbridge/Ravenswood,1
Brooklyn,Crown Heights South,Brooklyn-Manhattan,Crown Heights South-Battery Park City,7
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Crown Heights North,759
Brooklyn,Crown Heights South,Brooklyn-Queens,Crown Heights South-Flushing,1
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Canarsie,50
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Prospect Heights,88
Brooklyn,Crown Heights South,Brooklyn-Brooklyn,Crown Heights South-Sunset Park East,18
Bronx,Kingsbridge Heights,Bronx-Queens,Kingsbridge Heights-JFK Airport,2
Bronx,Kingsbridge Heights,Bronx-Bronx,Kingsbridge Heights-West Concourse,19
Bronx,Kingsbridge Heights,Bronx-Bronx,Kingsbridge Heights-Longwood,3
Bronx,Kingsbridge Heights,Bronx-Bronx,Kingsbridge Heights-Pelham Bay,2
Bronx,Kingsbridge Heights,Bronx-Brooklyn,Kingsbridge Heights-Flatbush/Ditmas Park,1
Bronx,Kingsbridge Heights,Bronx-Manhattan,Kingsbridge Heights-East Harlem South,16
Bronx,Kingsbridge Heights,Bronx-Bronx,Kingsbridge Heights-Belmont,23
Bronx,Kingsbridge Heights,Bronx-Brooklyn,Kingsbridge Heights-East New York/Pennsylvania Avenue,1
Bronx,Kingsbridge Heights,Bronx-Manhattan,Kingsbridge Heights-Financial District North,1
Bronx,Kingsbridge Heights,Bronx-Bronx,Kingsbridge Heights-Kingsbridge Heights,110
Bronx,Kingsbridge Heights,Bronx-Bronx,Kingsbridge Heights-Pelham Parkway,5
Bronx,Kingsbridge Heights,Bronx-Manhattan,Kingsbridge Heights-Alphabet City,3
Bronx,Kingsbridge Heights,Bronx-Manhattan,Kingsbridge Heights-Upper East Side North,2
Bronx,Kingsbridge Heights,Bronx-Manhattan,Kingsbridge Heights-Bloomingdale,2
Bronx,Kingsbridge Heights,Bronx-Bronx,Kingsbridge Heights-Soundview/Castle Hill,11
Bronx,Kingsbridge Heights,Bronx-Queens,Kingsbridge Heights-North Corona,1
Bronx,Kingsbridge Heights,Bronx-Manhattan,Kingsbridge Heights-Lenox Hill East,3
Bronx,Kingsbridge Heights,Bronx-Manhattan,Kingsbridge Heights-Highbridge Park,1
Bronx,Kingsbridge Heights,Bronx-Queens,Kingsbridge Heights-LaGuardia Airport,5
Bronx,Kingsbridge Heights,Bronx-Bronx,Kingsbridge Heights-East Concourse/Concourse Village,7
Bronx,Kingsbridge Heights,Bronx-Bronx,Kingsbridge Heights-Schuylerville/Edgewater Park,2
Bronx,Kingsbridge Heights,Bronx-Bronx,Kingsbridge Heights-Fordham South,15
Bronx,Kingsbridge Heights,Bronx-Bronx,Kingsbridge Heights-Morrisania/Melrose,5
Bronx,Kingsbridge Heights,Bronx-Manhattan,Kingsbridge Heights-Greenwich Village South,1
Bronx,Kingsbridge Heights,Bronx-Manhattan,Kingsbridge Heights-Upper West Side South,4
Bronx,Kingsbridge Heights,Bronx-Bronx,Kingsbridge Heights-Highbridge,15
Bronx,Kingsbridge Heights,Bronx-Bronx,Kingsbridge Heights-West Farms/Bronx River,6
Bronx,Kingsbridge Heights,Bronx-Bronx,Kingsbridge Heights-Bronxdale,6
Bronx,Kingsbridge Heights,Bronx-Queens,Kingsbridge Heights-Ridgewood,2
Bronx,Kingsbridge Heights,Bronx-Bronx,Kingsbridge Heights-Eastchester,4
Bronx,Kingsbridge Heights,Bronx-Manhattan,Kingsbridge Heights-Upper West Side North,5
Bronx,Kingsbridge Heights,Bronx-Bronx,Kingsbridge Heights-Parkchester,7
Bronx,Kingsbridge Heights,Bronx-Bronx,Kingsbridge Heights-East Tremont,12
Bronx,Kingsbridge Heights,Bronx-Bronx,Kingsbridge Heights-Mount Hope,18
Bronx,Kingsbridge Heights,Bronx-Bronx,Kingsbridge Heights-Woodlawn/Wakefield,3
Bronx,Kingsbridge Heights,Bronx-Manhattan,Kingsbridge Heights-Lenox Hill West,1
Bronx,Kingsbridge Heights,Bronx-Manhattan,Kingsbridge Heights-Manhattanville,4
Bronx,Kingsbridge Heights,Bronx-Manhattan,Kingsbridge Heights-Two Bridges/Seward Park,1
Bronx,Kingsbridge Heights,Bronx-Manhattan,Kingsbridge Heights-Morningside Heights,3
Bronx,Kingsbridge Heights,Bronx-Bronx,Kingsbridge Heights-Co-Op City,3
