pickup_borough,pickup_date,pickup_weekday_name,pickup_hour,no_of_trips
Brooklyn,5/5/16,Thursday,6,223
Queens,5/5/16,Thursday,12,1048
Queens,5/5/16,Thursday,11,959
Brooklyn,5/5/16,Thursday,0,511
Queens,5/5/16,Thursday,10,1010
Brooklyn,5/5/16,Thursday,13,136
Queens,5/5/16,Thursday,3,115
Brooklyn,5/5/16,Thursday,12,122
Manhattan,5/5/16,Thursday,8,21526
Manhattan,5/5/16,Thursday,1,6182
Manhattan,5/5/16,Thursday,22,23152
Brooklyn,5/5/16,Thursday,1,281
Manhattan,5/5/16,Thursday,2,3654
Queens,5/5/16,Thursday,6,576
Manhattan,5/5/16,Thursday,5,3783
Brooklyn,5/5/16,Thursday,5,100
Manhattan,5/5/16,Thursday,16,14986
Manhattan,5/5/16,Thursday,21,25297
Brooklyn,5/5/16,Thursday,20,336
Brooklyn,5/5/16,Thursday,17,178
Brooklyn,5/5/16,Thursday,8,429
Brooklyn,5/5/16,Thursday,23,1145
Queens,5/5/16,Thursday,22,1423
Brooklyn,5/5/16,Thursday,2,200
Queens,5/5/16,Thursday,2,174
Queens,5/5/16,Thursday,13,1202
Manhattan,5/5/16,Thursday,6,10653
Queens,5/5/16,Thursday,19,1289
Brooklyn,5/5/16,Thursday,9,214
Queens,5/5/16,Thursday,9,910
Manhattan,5/5/16,Thursday,23,20524
Brooklyn,6/5/16,Friday,3,318
Brooklyn,6/5/16,Friday,7,436
Queens,6/5/16,Friday,10,956
Manhattan,6/5/16,Friday,21,21133
Manhattan,6/5/16,Friday,23,20436
Manhattan,6/5/16,Friday,6,10904
Manhattan,6/5/16,Friday,16,14451
Manhattan,6/5/16,Friday,1,11841
Manhattan,6/5/16,Friday,10,18973
Brooklyn,6/5/16,Friday,1,583
Manhattan,6/5/16,Friday,15,16919
Queens,6/5/16,Friday,1,430
Brooklyn,6/5/16,Friday,15,157
Queens,6/5/16,Friday,11,911
Manhattan,6/5/16,Friday,11,17937
Queens,6/5/16,Friday,22,1254
Brooklyn,6/5/16,Friday,4,215
Manhattan,6/5/16,Friday,7,18654
Brooklyn,6/5/16,Friday,13,176
Queens,6/5/16,Friday,4,268
Queens,6/5/16,Friday,17,1400
Queens,6/5/16,Friday,3,194
Manhattan,6/5/16,Friday,17,19133
Manhattan,6/5/16,Friday,3,5420
Queens,6/5/16,Friday,8,1049
Queens,6/5/16,Friday,6,715
Manhattan,6/5/16,Friday,22,21800
Brooklyn,6/5/16,Friday,21,449
Queens,6/5/16,Friday,7,854
Brooklyn,6/5/16,Friday,22,594
Brooklyn,6/5/16,Friday,23,897
Brooklyn,6/5/16,Friday,17,183
Manhattan,6/5/16,Friday,13,16714
Manhattan,6/5/16,Friday,8,21522
Brooklyn,6/5/16,Friday,10,265
Queens,6/5/16,Friday,2,255
Manhattan,6/5/16,Friday,19,25963
Brooklyn,6/5/16,Friday,2,453
Brooklyn,6/5/16,Friday,20,329
Brooklyn,6/5/16,Friday,14,183
Queens,6/5/16,Friday,14,1217
Manhattan,6/5/16,Friday,9,19533
Manhattan,6/5/16,Friday,18,24136
Brooklyn,6/5/16,Friday,8,518
Queens,6/5/16,Friday,9,878
Brooklyn,6/5/16,Friday,6,279
Queens,6/5/16,Friday,23,1293
Brooklyn,6/5/16,Friday,11,153
Queens,6/5/16,Friday,5,298
Queens,6/5/16,Friday,15,1393
Brooklyn,6/5/16,Friday,16,143
Manhattan,6/5/16,Friday,14,18115
Queens,6/5/16,Friday,19,1228
Manhattan,6/5/16,Friday,5,4462
Queens,6/5/16,Friday,0,1187
Manhattan,6/5/16,Friday,20,22578
Brooklyn,6/5/16,Friday,9,402
Queens,6/5/16,Friday,12,928
Queens,6/5/16,Friday,16,1374
Manhattan,6/5/16,Friday,12,17988
Brooklyn,6/5/16,Friday,5,159
Manhattan,6/5/16,Friday,2,7932
Queens,6/5/16,Friday,13,970
Queens,6/5/16,Friday,21,1318
Brooklyn,6/5/16,Friday,12,146
Brooklyn,6/5/16,Friday,19,385
Manhattan,6/5/16,Friday,4,3954
Queens,6/5/16,Friday,20,1203
Brooklyn,6/5/16,Friday,0,818
Manhattan,6/5/16,Friday,0,16899
Brooklyn,6/5/16,Friday,18,375
Queens,6/5/16,Friday,18,1334
Brooklyn,7/5/16,Saturday,6,167
Brooklyn,7/5/16,Saturday,3,515
Queens,7/5/16,Saturday,6,612
Brooklyn,7/5/16,Saturday,1,878
Manhattan,7/5/16,Saturday,16,18215
Queens,7/5/16,Saturday,4,279
Brooklyn,7/5/16,Saturday,18,380
Manhattan,7/5/16,Saturday,17,20235
Manhattan,7/5/16,Saturday,7,6645
Manhattan,7/5/16,Saturday,14,20795
Queens,7/5/16,Saturday,14,984
Queens,7/5/16,Saturday,18,918
Manhattan,7/5/16,Saturday,21,20216
Brooklyn,7/5/16,Saturday,20,438
Brooklyn,7/5/16,Saturday,9,377
Brooklyn,7/5/16,Saturday,21,481
Queens,7/5/16,Saturday,3,297
Brooklyn,7/5/16,Saturday,7,236
Manhattan,7/5/16,Saturday,10,18493
Queens,7/5/16,Saturday,22,781
Brooklyn,7/5/16,Saturday,13,390
Manhattan,7/5/16,Saturday,5,2977
Manhattan,7/5/16,Saturday,12,21450
Brooklyn,7/5/16,Saturday,23,1064
Manhattan,7/5/16,Saturday,9,15449
Brooklyn,7/5/16,Saturday,17,348
Queens,7/5/16,Saturday,19,700
Brooklyn,7/5/16,Saturday,15,312
Manhattan,7/5/16,Saturday,1,16239
Brooklyn,7/5/16,Saturday,19,465
Brooklyn,7/5/16,Saturday,0,1111
Queens,7/5/16,Saturday,9,831
Queens,7/5/16,Saturday,13,897
Manhattan,7/5/16,Saturday,2,13290
Queens,7/5/16,Saturday,8,808
Manhattan,7/5/16,Saturday,8,10204
Manhattan,7/5/16,Saturday,11,20215
Manhattan,7/5/16,Saturday,3,10107
Queens,7/5/16,Saturday,15,969
Queens,7/5/16,Saturday,20,1050
Manhattan,7/5/16,Saturday,18,21599
Brooklyn,7/5/16,Saturday,14,337
Manhattan,7/5/16,Saturday,4,6185
Brooklyn,7/5/16,Saturday,22,623
Manhattan,7/5/16,Saturday,20,20409
Queens,7/5/16,Saturday,10,918
Manhattan,7/5/16,Saturday,6,4102
Brooklyn,7/5/16,Saturday,16,259
Manhattan,7/5/16,Saturday,15,20532
Brooklyn,7/5/16,Saturday,11,353
Queens,7/5/16,Saturday,11,750
Queens,7/5/16,Saturday,5,292
Manhattan,7/5/16,Saturday,19,23990
Brooklyn,7/5/16,Saturday,2,690
Queens,7/5/16,Saturday,12,835
Manhattan,7/5/16,Saturday,22,22041
Queens,7/5/16,Saturday,7,631
Manhattan,7/5/16,Saturday,13,21951
Queens,7/5/16,Saturday,16,1104
Manhattan,7/5/16,Saturday,23,22275
Brooklyn,7/5/16,Saturday,12,342
Queens,7/5/16,Saturday,1,700
Brooklyn,7/5/16,Saturday,4,382
Queens,7/5/16,Saturday,2,323
Queens,7/5/16,Saturday,21,775
Brooklyn,7/5/16,Saturday,10,410
Brooklyn,7/5/16,Saturday,5,157
Brooklyn,7/5/16,Saturday,8,308
Queens,7/5/16,Saturday,23,943
Queens,7/5/16,Saturday,0,1092
Queens,7/5/16,Saturday,17,1064
Manhattan,7/5/16,Saturday,0,18884
Brooklyn,8/5/16,Sunday,5,192
Brooklyn,8/5/16,Sunday,21,362
Queens,8/5/16,Sunday,12,1007
Manhattan,8/5/16,Sunday,6,3233
Brooklyn,8/5/16,Sunday,2,1090
Manhattan,8/5/16,Sunday,18,17980
Brooklyn,8/5/16,Sunday,0,1277
Manhattan,8/5/16,Sunday,19,17011
Queens,8/5/16,Sunday,5,335
Manhattan,8/5/16,Sunday,22,12418
Queens,8/5/16,Sunday,15,1292
Brooklyn,8/5/16,Sunday,8,230
Brooklyn,8/5/16,Sunday,14,303
Brooklyn,8/5/16,Sunday,18,298
Queens,8/5/16,Sunday,10,1118
Brooklyn,8/5/16,Sunday,7,159
Queens,8/5/16,Sunday,20,1768
Brooklyn,8/5/16,Sunday,6,129
Manhattan,8/5/16,Sunday,4,6847
Brooklyn,8/5/16,Sunday,9,250
Manhattan,8/5/16,Sunday,14,18800
Queens,8/5/16,Sunday,9,690
Manhattan,8/5/16,Sunday,12,19158
Manhattan,8/5/16,Sunday,0,20304
Queens,8/5/16,Sunday,16,1491
Queens,8/5/16,Sunday,23,1793
Queens,8/5/16,Sunday,11,1001
Brooklyn,8/5/16,Sunday,15,272
Brooklyn,8/5/16,Sunday,23,330
Brooklyn,8/5/16,Sunday,22,375
Queens,8/5/16,Sunday,18,1495
Brooklyn,8/5/16,Sunday,1,1198
Brooklyn,8/5/16,Sunday,20,320
Brooklyn,8/5/16,Sunday,13,308
Queens,8/5/16,Sunday,21,1648
Queens,8/5/16,Sunday,3,335
Manhattan,8/5/16,Sunday,23,9003
Manhattan,8/5/16,Sunday,21,14380
Manhattan,8/5/16,Sunday,2,14514
Manhattan,8/5/16,Sunday,3,11002
Brooklyn,8/5/16,Sunday,17,286
Manhattan,8/5/16,Sunday,17,17298
Manhattan,8/5/16,Sunday,20,16067
Brooklyn,8/5/16,Sunday,4,477
Queens,8/5/16,Sunday,6,416
Queens,8/5/16,Sunday,13,1240
Queens,8/5/16,Sunday,14,1332
Manhattan,8/5/16,Sunday,1,17503
Manhattan,8/5/16,Sunday,11,18701
Brooklyn,8/5/16,Sunday,11,371
Queens,8/5/16,Sunday,19,1525
Brooklyn,8/5/16,Sunday,3,655
Queens,8/5/16,Sunday,8,520
Manhattan,8/5/16,Sunday,16,16533
Manhattan,8/5/16,Sunday,5,3062
Manhattan,8/5/16,Sunday,15,17319
Manhattan,8/5/16,Sunday,10,16588
Brooklyn,8/5/16,Sunday,12,293
Manhattan,8/5/16,Sunday,9,11625
Queens,8/5/16,Sunday,1,395
Manhattan,8/5/16,Sunday,13,18502
Queens,8/5/16,Sunday,0,664
Queens,8/5/16,Sunday,22,1682
Brooklyn,8/5/16,Sunday,16,242
Queens,8/5/16,Sunday,4,377
Queens,8/5/16,Sunday,17,1510
Queens,8/5/16,Sunday,7,577
Queens,8/5/16,Sunday,2,379
Manhattan,8/5/16,Sunday,7,5704
Manhattan,8/5/16,Sunday,8,8136
Brooklyn,8/5/16,Sunday,10,424
Brooklyn,8/5/16,Sunday,19,279
Manhattan,9/5/16,Monday,11,14703
Queens,9/5/16,Monday,9,1149
Queens,9/5/16,Monday,19,1467
Queens,9/5/16,Monday,15,1506
Manhattan,9/5/16,Monday,8,17499
Brooklyn,9/5/16,Monday,14,151
Queens,9/5/16,Monday,4,161
Manhattan,9/5/16,Monday,18,21867
Queens,9/5/16,Monday,14,1387
Queens,9/5/16,Monday,22,1278
Manhattan,9/5/16,Monday,1,3525
Queens,9/5/16,Monday,3,136
Queens,9/5/16,Monday,20,1510
Queens,9/5/16,Monday,11,1364
Queens,9/5/16,Monday,18,1275
Brooklyn,9/5/16,Monday,4,116
Brooklyn,9/5/16,Monday,21,333
Queens,9/5/16,Monday,8,1336
Brooklyn,9/5/16,Monday,10,114
Manhattan,9/5/16,Monday,21,18914
Brooklyn,9/5/16,Monday,1,195
Brooklyn,9/5/16,Monday,20,251
Queens,9/5/16,Monday,17,1537
Manhattan,9/5/16,Monday,17,18398
Brooklyn,9/5/16,Monday,9,161
Brooklyn,9/5/16,Monday,19,206
Brooklyn,9/5/16,Monday,5,129
Brooklyn,9/5/16,Monday,0,313
Manhattan,9/5/16,Monday,2,2331
Manhattan,9/5/16,Monday,0,5600
Queens,9/5/16,Monday,21,1464
Queens,9/5/16,Monday,2,138
Manhattan,9/5/16,Monday,5,3725
Brooklyn,9/5/16,Monday,11,99
Manhattan,9/5/16,Monday,22,16498
Brooklyn,9/5/16,Monday,15,154
Queens,9/5/16,Monday,12,1147
Queens,9/5/16,Monday,7,1151
Manhattan,9/5/16,Monday,12,15063
Manhattan,9/5/16,Monday,13,15350
Brooklyn,9/5/16,Monday,12,106
Queens,9/5/16,Monday,0,1102
Brooklyn,9/5/16,Monday,13,135
Manhattan,9/5/16,Monday,3,1735
Manhattan,9/5/16,Monday,20,18815
Brooklyn,9/5/16,Monday,22,386
Manhattan,9/5/16,Monday,7,15703
Queens,9/5/16,Monday,23,1368
Queens,9/5/16,Monday,5,493
Manhattan,9/5/16,Monday,14,16994
Queens,9/5/16,Monday,6,707
Manhattan,9/5/16,Monday,9,16175
Queens,9/5/16,Monday,13,1186
Brooklyn,9/5/16,Monday,23,486
Manhattan,9/5/16,Monday,4,1958
Brooklyn,9/5/16,Monday,2,130
Brooklyn,9/5/16,Monday,17,170
Manhattan,9/5/16,Monday,23,11044
Brooklyn,9/5/16,Monday,16,141
Manhattan,9/5/16,Monday,6,9588
Brooklyn,9/5/16,Monday,6,277
Queens,9/5/16,Monday,10,1314
Queens,9/5/16,Monday,16,1593
Brooklyn,9/5/16,Monday,8,342
Manhattan,9/5/16,Monday,15,17181
Manhattan,9/5/16,Monday,10,14071
Brooklyn,9/5/16,Monday,7,358
Queens,9/5/16,Monday,1,414
Brooklyn,9/5/16,Monday,3,103
Manhattan,9/5/16,Monday,19,19832
Brooklyn,9/5/16,Monday,18,202
Manhattan,9/5/16,Monday,16,15178
Queens,10/5/16,Tuesday,16,1247
Brooklyn,10/5/16,Tuesday,5,115
Brooklyn,10/5/16,Tuesday,9,169
Manhattan,10/5/16,Tuesday,9,17586
Manhattan,10/5/16,Tuesday,6,9611
Manhattan,10/5/16,Tuesday,17,18769
Queens,10/5/16,Tuesday,0,568
Manhattan,10/5/16,Tuesday,20,21548
Manhattan,10/5/16,Tuesday,5,3430
Brooklyn,10/5/16,Tuesday,20,264
Brooklyn,10/5/16,Tuesday,21,320
Brooklyn,10/5/16,Tuesday,1,245
Manhattan,10/5/16,Tuesday,23,14287
Manhattan,10/5/16,Tuesday,1,4279
Queens,10/5/16,Tuesday,11,931
Brooklyn,10/5/16,Tuesday,19,217
Queens,10/5/16,Tuesday,22,1175
Queens,10/5/16,Tuesday,8,872
Queens,10/5/16,Tuesday,9,991
Brooklyn,10/5/16,Tuesday,17,145
Queens,10/5/16,Tuesday,14,1316
Brooklyn,10/5/16,Tuesday,11,94
Manhattan,10/5/16,Tuesday,0,7253
Queens,10/5/16,Tuesday,7,957
Manhattan,10/5/16,Tuesday,21,21746
Manhattan,10/5/16,Tuesday,13,16785
Queens,10/5/16,Tuesday,10,1140
Manhattan,10/5/16,Tuesday,7,17176
Brooklyn,10/5/16,Tuesday,3,90
Queens,10/5/16,Tuesday,23,1074
Queens,10/5/16,Tuesday,19,1274
Brooklyn,10/5/16,Tuesday,8,303
Brooklyn,10/5/16,Tuesday,0,342
Manhattan,10/5/16,Tuesday,16,15457
Brooklyn,10/5/16,Tuesday,15,109
Brooklyn,10/5/16,Tuesday,16,109
Brooklyn,10/5/16,Tuesday,13,113
Brooklyn,10/5/16,Tuesday,18,198
Queens,10/5/16,Tuesday,2,126
Manhattan,10/5/16,Tuesday,4,1778
Brooklyn,10/5/16,Tuesday,10,107
Queens,10/5/16,Tuesday,3,132
Brooklyn,10/5/16,Tuesday,23,471
Brooklyn,10/5/16,Tuesday,12,117
Queens,10/5/16,Tuesday,4,123
Manhattan,10/5/16,Tuesday,19,21579
Queens,10/5/16,Tuesday,5,329
Manhattan,10/5/16,Tuesday,22,19006
Manhattan,10/5/16,Tuesday,12,16516
Manhattan,10/5/16,Tuesday,14,18803
Manhattan,10/5/16,Tuesday,10,15629
Manhattan,10/5/16,Tuesday,3,1672
Manhattan,10/5/16,Tuesday,18,23243
Brooklyn,10/5/16,Tuesday,4,86
Queens,10/5/16,Tuesday,13,1040
Brooklyn,10/5/16,Tuesday,22,461
Queens,10/5/16,Tuesday,1,306
Queens,10/5/16,Tuesday,18,1226
Brooklyn,10/5/16,Tuesday,14,129
Manhattan,10/5/16,Tuesday,2,2716
Queens,10/5/16,Tuesday,12,977
Manhattan,10/5/16,Tuesday,8,19651
Queens,10/5/16,Tuesday,6,618
Brooklyn,10/5/16,Tuesday,2,188
Manhattan,10/5/16,Tuesday,11,15817
Queens,10/5/16,Tuesday,21,1170
Queens,10/5/16,Tuesday,20,1354
Brooklyn,10/5/16,Tuesday,6,210
Manhattan,10/5/16,Tuesday,15,18119
Queens,10/5/16,Tuesday,15,1202
Brooklyn,10/5/16,Tuesday,7,260
Queens,10/5/16,Tuesday,17,1257
Manhattan,11/5/16,Wednesday,6,9492
Manhattan,11/5/16,Wednesday,16,14217
Queens,11/5/16,Wednesday,16,1396
Brooklyn,11/5/16,Wednesday,5,100
Manhattan,11/5/16,Wednesday,11,16371
Queens,11/5/16,Wednesday,11,953
Brooklyn,11/5/16,Wednesday,10,85
Queens,11/5/16,Wednesday,18,1182
Manhattan,11/5/16,Wednesday,19,22120
Brooklyn,11/5/16,Wednesday,1,300
Brooklyn,11/5/16,Wednesday,20,227
Queens,11/5/16,Wednesday,22,1361
Manhattan,11/5/16,Wednesday,8,19821
Queens,11/5/16,Wednesday,2,99
Queens,11/5/16,Wednesday,1,248
Brooklyn,11/5/16,Wednesday,18,216
Queens,11/5/16,Wednesday,20,1312
Queens,11/5/16,Wednesday,21,1162
Brooklyn,11/5/16,Wednesday,13,100
Queens,11/5/16,Wednesday,10,985
Brooklyn,11/5/16,Wednesday,7,295
Queens,11/5/16,Wednesday,5,333
Queens,11/5/16,Wednesday,8,777
Manhattan,11/5/16,Wednesday,5,3520
Brooklyn,11/5/16,Wednesday,4,103
Manhattan,11/5/16,Wednesday,14,18072
Manhattan,11/5/16,Wednesday,7,17524
Brooklyn,11/5/16,Wednesday,8,308
Manhattan,11/5/16,Wednesday,12,17177
Queens,11/5/16,Wednesday,4,128
Brooklyn,11/5/16,Wednesday,0,367
Brooklyn,11/5/16,Wednesday,6,200
Brooklyn,11/5/16,Wednesday,14,130
Queens,11/5/16,Wednesday,13,1105
Queens,11/5/16,Wednesday,12,1039
Queens,11/5/16,Wednesday,15,1246
Brooklyn,11/5/16,Wednesday,23,663
Manhattan,11/5/16,Wednesday,2,3257
Manhattan,11/5/16,Wednesday,9,18431
Manhattan,11/5/16,Wednesday,15,17180
Queens,11/5/16,Wednesday,23,1083
Manhattan,11/5/16,Wednesday,0,8756
Manhattan,11/5/16,Wednesday,4,2047
Brooklyn,11/5/16,Wednesday,21,383
Queens,11/5/16,Wednesday,7,896
Brooklyn,11/5/16,Wednesday,16,94
Manhattan,11/5/16,Wednesday,13,16904
Brooklyn,11/5/16,Wednesday,22,566
Queens,11/5/16,Wednesday,14,1176
Brooklyn,11/5/16,Wednesday,9,155
Brooklyn,11/5/16,Wednesday,2,153
Manhattan,11/5/16,Wednesday,22,20914
Brooklyn,11/5/16,Wednesday,17,140
Brooklyn,11/5/16,Wednesday,12,127
Brooklyn,11/5/16,Wednesday,11,88
Queens,11/5/16,Wednesday,3,93
Manhattan,11/5/16,Wednesday,23,16336
Queens,11/5/16,Wednesday,19,1276
Queens,11/5/16,Wednesday,17,1291
Brooklyn,11/5/16,Wednesday,19,201
Queens,11/5/16,Wednesday,9,879
Manhattan,11/5/16,Wednesday,10,16296
Manhattan,11/5/16,Wednesday,1,5103
Manhattan,11/5/16,Wednesday,21,22676
Brooklyn,11/5/16,Wednesday,15,130
Manhattan,11/5/16,Wednesday,3,2172
Manhattan,11/5/16,Wednesday,18,21651
Manhattan,11/5/16,Wednesday,17,17608
Queens,11/5/16,Wednesday,0,590
Brooklyn,11/5/16,Wednesday,3,102
Manhattan,11/5/16,Wednesday,20,22272
Queens,11/5/16,Wednesday,6,601
Manhattan,12/5/16,Thursday,5,3727
Manhattan,12/5/16,Thursday,1,6592
Brooklyn,12/5/16,Thursday,9,187
Brooklyn,12/5/16,Thursday,6,196
Manhattan,12/5/16,Thursday,2,4108
Brooklyn,12/5/16,Thursday,7,327
Manhattan,12/5/16,Thursday,9,18258
Manhattan,12/5/16,Thursday,19,23977
Brooklyn,12/5/16,Thursday,4,122
Manhattan,12/5/16,Thursday,10,16444
Manhattan,12/5/16,Thursday,12,17100
Manhattan,12/5/16,Thursday,6,9898
Manhattan,12/5/16,Thursday,4,2396
Brooklyn,12/5/16,Thursday,14,107
Brooklyn,12/5/16,Thursday,13,115
Brooklyn,12/5/16,Thursday,20,351
Manhattan,12/5/16,Thursday,16,13230
Queens,12/5/16,Thursday,9,885
Brooklyn,12/5/16,Thursday,23,756
Queens,12/5/16,Thursday,7,898
Manhattan,12/5/16,Thursday,3,2590
Manhattan,12/5/16,Thursday,22,21556
Queens,12/5/16,Thursday,10,1164
Manhattan,12/5/16,Thursday,23,18713
Queens,12/5/16,Thursday,22,1281
Manhattan,12/5/16,Thursday,11,16596
Queens,12/5/16,Thursday,15,1221
Queens,12/5/16,Thursday,23,1337
Queens,12/5/16,Thursday,21,1508
Brooklyn,12/5/16,Thursday,3,123
Manhattan,12/5/16,Thursday,21,23481
Brooklyn,12/5/16,Thursday,18,332
Brooklyn,12/5/16,Thursday,21,489
Brooklyn,12/5/16,Thursday,22,651
Queens,12/5/16,Thursday,11,1053
Brooklyn,12/5/16,Thursday,16,114
Brooklyn,12/5/16,Thursday,15,135
Brooklyn,12/5/16,Thursday,17,175
Queens,12/5/16,Thursday,18,1391
Brooklyn,12/5/16,Thursday,2,204
Queens,12/5/16,Thursday,8,967
Queens,12/5/16,Thursday,17,1460
Manhattan,12/5/16,Thursday,15,16989
Queens,12/5/16,Thursday,1,280
Brooklyn,12/5/16,Thursday,8,297
Brooklyn,12/5/16,Thursday,19,315
Queens,12/5/16,Thursday,16,1508
Queens,12/5/16,Thursday,2,157
Queens,12/5/16,Thursday,14,1398
Brooklyn,12/5/16,Thursday,5,107
Brooklyn,12/5/16,Thursday,11,106
Queens,12/5/16,Thursday,0,694
Brooklyn,12/5/16,Thursday,12,121
Manhattan,12/5/16,Thursday,18,22533
Queens,12/5/16,Thursday,6,610
Manhattan,12/5/16,Thursday,20,23794
Brooklyn,12/5/16,Thursday,0,470
Queens,12/5/16,Thursday,5,329
Brooklyn,12/5/16,Thursday,10,97
Brooklyn,12/5/16,Thursday,1,323
Manhattan,12/5/16,Thursday,17,17032
Queens,12/5/16,Thursday,20,1579
Queens,12/5/16,Thursday,4,129
Manhattan,12/5/16,Thursday,14,18287
Manhattan,12/5/16,Thursday,7,17764
Queens,12/5/16,Thursday,12,1099
Manhattan,12/5/16,Thursday,0,10576
Manhattan,12/5/16,Thursday,8,20059
Queens,12/5/16,Thursday,3,87
Queens,12/5/16,Thursday,19,1453
Manhattan,12/5/16,Thursday,13,17351
Queens,12/5/16,Thursday,13,1210
Queens,13/5/16,Friday,4,177
Queens,13/5/16,Friday,1,411
Manhattan,13/5/16,Friday,0,14577
Manhattan,13/5/16,Friday,3,4142
Manhattan,13/5/16,Friday,2,6355
Brooklyn,13/5/16,Friday,19,291
Queens,13/5/16,Friday,9,909
Manhattan,13/5/16,Friday,1,9467
Queens,13/5/16,Friday,2,164
Brooklyn,13/5/16,Friday,18,420
Manhattan,13/5/16,Friday,14,18062
Queens,13/5/16,Friday,17,1457
Queens,13/5/16,Friday,20,1356
Brooklyn,13/5/16,Friday,21,354
Manhattan,13/5/16,Friday,23,21942
Queens,13/5/16,Friday,12,1042
Brooklyn,13/5/16,Friday,17,337
Queens,13/5/16,Friday,0,824
Manhattan,13/5/16,Friday,11,16797
Manhattan,13/5/16,Friday,12,16862
Manhattan,13/5/16,Friday,7,16913
Brooklyn,13/5/16,Friday,0,587
Queens,13/5/16,Friday,5,405
Brooklyn,13/5/16,Friday,9,186
Brooklyn,13/5/16,Friday,13,176
Queens,13/5/16,Friday,22,1471
Manhattan,13/5/16,Friday,16,12326
Queens,13/5/16,Friday,21,1357
Brooklyn,13/5/16,Friday,4,174
Manhattan,13/5/16,Friday,10,16631
Manhattan,13/5/16,Friday,4,3519
Brooklyn,13/5/16,Friday,15,204
Brooklyn,13/5/16,Friday,23,716
Manhattan,13/5/16,Friday,15,15583
Queens,13/5/16,Friday,15,1254
Brooklyn,13/5/16,Friday,11,123
Manhattan,13/5/16,Friday,17,15087
Manhattan,13/5/16,Friday,13,15959
Brooklyn,13/5/16,Friday,12,132
Queens,13/5/16,Friday,18,1342
Queens,13/5/16,Friday,10,1034
Manhattan,13/5/16,Friday,9,18164
Queens,13/5/16,Friday,23,1340
Brooklyn,13/5/16,Friday,6,201
Brooklyn,13/5/16,Friday,22,488
Brooklyn,13/5/16,Friday,1,388
Brooklyn,13/5/16,Friday,5,126
Manhattan,13/5/16,Friday,18,19081
Brooklyn,13/5/16,Friday,3,197
Brooklyn,13/5/16,Friday,20,280
Manhattan,13/5/16,Friday,21,20668
Queens,13/5/16,Friday,8,967
Queens,13/5/16,Friday,11,1112
Queens,13/5/16,Friday,13,1159
Queens,13/5/16,Friday,3,130
Queens,13/5/16,Friday,19,1396
Manhattan,13/5/16,Friday,19,21640
Brooklyn,13/5/16,Friday,10,142
Brooklyn,13/5/16,Friday,14,222
Queens,13/5/16,Friday,7,759
Manhattan,13/5/16,Friday,8,19723
Manhattan,13/5/16,Friday,20,20940
Brooklyn,13/5/16,Friday,16,192
Queens,13/5/16,Friday,16,1234
Queens,13/5/16,Friday,14,1413
Brooklyn,13/5/16,Friday,7,310
Manhattan,13/5/16,Friday,6,9486
Brooklyn,13/5/16,Friday,2,269
Queens,13/5/16,Friday,6,659
Manhattan,13/5/16,Friday,22,21621
Brooklyn,13/5/16,Friday,8,318
Manhattan,13/5/16,Friday,5,4120
Manhattan,14/5/16,Saturday,1,17342
Queens,14/5/16,Saturday,9,858
Brooklyn,14/5/16,Saturday,16,271
Manhattan,14/5/16,Saturday,0,19803
Manhattan,14/5/16,Saturday,6,4063
Brooklyn,14/5/16,Saturday,22,808
Queens,14/5/16,Saturday,17,1210
Manhattan,14/5/16,Saturday,15,18820
Manhattan,14/5/16,Saturday,7,6386
Manhattan,14/5/16,Saturday,20,20981
Brooklyn,14/5/16,Saturday,23,1319
Brooklyn,14/5/16,Saturday,4,499
Brooklyn,14/5/16,Saturday,20,557
Brooklyn,14/5/16,Saturday,14,415
Queens,14/5/16,Saturday,15,1207
Manhattan,14/5/16,Saturday,3,10521
Manhattan,14/5/16,Saturday,11,19317
Brooklyn,14/5/16,Saturday,13,450
Manhattan,14/5/16,Saturday,18,24111
Brooklyn,14/5/16,Saturday,19,714
Queens,14/5/16,Saturday,22,1026
Manhattan,14/5/16,Saturday,21,20110
Queens,14/5/16,Saturday,1,534
Brooklyn,14/5/16,Saturday,2,746
Manhattan,14/5/16,Saturday,9,15152
Queens,14/5/16,Saturday,5,452
Brooklyn,14/5/16,Saturday,15,356
Brooklyn,14/5/16,Saturday,0,922
Manhattan,14/5/16,Saturday,4,6533
Brooklyn,14/5/16,Saturday,9,355
Manhattan,14/5/16,Saturday,2,14363
Brooklyn,14/5/16,Saturday,21,494
Queens,14/5/16,Saturday,13,1103
Queens,14/5/16,Saturday,7,662
Brooklyn,14/5/16,Saturday,12,384
Manhattan,14/5/16,Saturday,16,16496
Queens,14/5/16,Saturday,0,926
Manhattan,14/5/16,Saturday,23,23647
Queens,14/5/16,Saturday,4,322
Brooklyn,14/5/16,Saturday,5,181
Brooklyn,14/5/16,Saturday,10,394
Queens,14/5/16,Saturday,18,1135
Queens,14/5/16,Saturday,16,1040
Queens,14/5/16,Saturday,20,965
Queens,14/5/16,Saturday,19,917
Manhattan,14/5/16,Saturday,13,20799
Manhattan,14/5/16,Saturday,8,10891
Manhattan,14/5/16,Saturday,22,22714
Brooklyn,14/5/16,Saturday,3,620
Manhattan,14/5/16,Saturday,5,3270
Queens,14/5/16,Saturday,3,287
Manhattan,14/5/16,Saturday,10,17840
Queens,14/5/16,Saturday,21,888
Manhattan,14/5/16,Saturday,17,19011
Queens,14/5/16,Saturday,23,1224
